"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","industry","Summary Quote",
"KCLI","Kansas City Life Insurance Company","32.2","365341200","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/kcli",
"KRNY","Kearny Financial","9.75","652977000","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/krny",
"KIPO","Keating Capital, Inc.","7.96","73900640","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kipo",
"KELYA","Kelly Services, Inc.","15.99","535009410","n/a","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/kelya",
"KELYB","Kelly Services, Inc.","14.97","51706380","n/a","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/kelyb",
"KNSY","Kensey Nash Corporation","29.26","253713460","n/a","1995","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/knsy",
"KFFB","Kentucky First Federal Bancorp","8.89","68773040","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/kffb",
"KERX","Keryx Biopharmaceuticals, Inc.","4.98","353694540","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/kerx",
"KEQU","Kewaunee Scientific Corporation","8.7","22437300","n/a","n/a","Capital Goods","Medical Specialities","http://www.nasdaq.com/symbol/kequ",
"KTEC","Key Technology, Inc.","13.496","72163112","n/a","1993","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/ktec",
"KTCC","Key Tronic Corporation","9.47","98933090","n/a","1983","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/ktcc",
"KEYN","Keynote Systems, Inc.","19.76","343330000","n/a","1999","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/keyn",
"KFRC","Kforce, Inc.","14.9","564263000","n/a","1995","Technology","Professional Services","http://www.nasdaq.com/symbol/kfrc",
"KBALB","Kimball International, Inc.","6.91","189942080","n/a","1976","Consumer Durables","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/kbalb",
"KGJI","Kingold Jewelry Inc.","1.49","79129430","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/kgji",
"KINS","Kingstone Companies, Inc","3.18","12204840","n/a","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/kins",
"KONE","Kingtone Wirelessinfo Solution Holding Ltd","0.42","5901000","n/a","2010","Technology","EDP Services","http://www.nasdaq.com/symbol/kone",
"KIOR","KiOR, Inc.","13.37","537554220","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/kior",
"KIPS","Kips Bay Medical, Inc.","1.49","23309560","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/kips",
"KIRK","Kirkland&#39;s, Inc.","16.18","314717180","n/a","2002","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/kirk",
"KITD","KIT digital, Inc.","7.2","332323200","n/a","n/a","Consumer Services","Diversified Commercial Services","http://www.nasdaq.com/symbol/kitd",
"KLAC","KLA-Tencor Corporation","54.42","9073609860","n/a","1980","Capital Goods","Electronic Components","http://www.nasdaq.com/symbol/klac",
"KMGB","KMG Chemicals, Inc.","18.05","204939700","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/kmgb",
"VLCCF","Knightsbridge Tankers Limited","14.38","351245880","n/a","1997","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/vlccf",
"KNOL","Knology, Inc.","18.2","686522200","n/a","2003","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/knol",
"KCAP","Kohlberg Capital Corporation","6.91","158999100","n/a","2006","n/a","n/a","http://www.nasdaq.com/symbol/kcap",
"KONA","Kona Grill, Inc.","5.44","51021760","n/a","2005","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/kona",
"KONG","KongZhong Corporation","5.44","205485120","n/a","2004","Technology","Telecommunications Equipment","http://www.nasdaq.com/symbol/kong",
"KOPN","Kopin Corporation","4.07","276133220","n/a","1992","Technology","Semiconductors","http://www.nasdaq.com/symbol/kopn",
"KOSS","Koss Corporation","5.41","39942030","n/a","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/koss",
"KTOS","Kratos Defense & Security Solutions, Inc.","5.34","183685320","n/a","n/a","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/ktos",
"KSW","KSW Inc","3.9","24831300","n/a","n/a","Consumer Durables","Industrial Machinery/Components","http://www.nasdaq.com/symbol/ksw",
"KSWS","K-Swiss Inc.","4.1","113000100","n/a","1990","Consumer Non-Durables","Shoe Manufacturing","http://www.nasdaq.com/symbol/ksws",
"KUTV","Ku6 Media Co., Ltd.","2.15","74847950","n/a","n/a","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/kutv",
"KLIC","Kulicke and Soffa Industries, Inc.","12.43","916352030","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/klic",
"KVHI","KVH Industries, Inc.","10.5","152250000","n/a","1996","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/kvhi",
"LLEN","L&L Energy, Inc.","2.45","88180400","n/a","n/a","Energy","Coal Mining","http://www.nasdaq.com/symbol/llen",
"FSTR","L.B. Foster Company","28.51","286753580","n/a","n/a","Basic Industries","Metal Fabrications","http://www.nasdaq.com/symbol/fstr",
"BOOT","LaCrosse Footwear, Inc.","13","84552000","n/a","1994","Consumer Non-Durables","Shoe Manufacturing","http://www.nasdaq.com/symbol/boot",
"LSBK","Lake Shore Bancorp, Inc.","10","59390000","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/lsbk",
"LBAI","Lakeland Bancorp, Inc.","9.85","264029250","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/lbai",
"LKFN","Lakeland Financial Corporation","26.03","424367090","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/lkfn",
"LAKE","Lakeland Industries, Inc.","10.2","53295000","n/a","1986","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/lake",
"LACO","Lakes Entertainment, Inc.","1.8","47530800","n/a","n/a","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/laco",
"LRCX","Lam Research Corporation","44.62","5349224080","n/a","1984","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/lrcx",
"LAMR","Lamar Advertising Company","32.41","2532809090","n/a","1996","Technology","Advertising","http://www.nasdaq.com/symbol/lamr",
"LANC","Lancaster Colony Corporation","66.46","1811433760","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/lanc",
"LNCE","Lance, Inc.","25.85","1753922500","n/a","n/a","Consumer Non-Durables","Specialty Foods","http://www.nasdaq.com/symbol/lnce",
"LNDC","Landec Corporation","6.53","166697840","n/a","1996","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/lndc",
"LARK","Landmark Bancorp Inc.","19.98","55544400","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/lark",
"LSTR","Landstar System, Inc.","57.72","2696736120","n/a","1993","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/lstr",
"LTRX","Lantronix, Inc.","2.8","29626800","n/a","2000","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/ltrx",
"LPSB","LaPorte Bancorp, Inc.","9","41175000","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/lpsb",
"LSCC","Lattice Semiconductor Corporation","6.43","754772690","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/lscc",
"LAWS","Lawson Products, Inc.","15.11","129432260","n/a","1970","Consumer Durables","Industrial Specialties","http://www.nasdaq.com/symbol/laws",
"LAYN","Layne Christensen Company","22.25","439571000","n/a","1992","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/layn",
"LCAV","LCA-Vision Inc.","6.28","118378000","n/a","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/lcav",
"LCNB","LCNB Corporation","13.25","88854500","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/lcnb",
"GAGA","Le Gaga Holdings Limited","4.49","205965280","n/a","2010","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/gaga",
"LBIX","Leading Brands Inc","3.85","13779150","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/lbix",
"LEAP","Leap Wireless International, Inc.","8.73","691337430","n/a","1985","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/leap",
"LTRE","Learning Tree International, Inc.","5.98","80795780","n/a","1995","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/ltre",
"LCRY","LeCroy Corporation","10.39","173367540","n/a","1995","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/lcry",
"LGCY","Legacy Reserves LP","28.92","1385846400","n/a","1996","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/lgcy",
"LMAT","LeMaitre Vascular, Inc.","5.89","90753120","n/a","2006","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/lmat",
"LXRX","Lexicon Pharmaceuticals, Inc.","1.86","893118060","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/lxrx",
"LHCG","LHC Group","18.53","348512240","n/a","2005","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/lhcg",
"LBTYA","Liberty Global, Inc.","50.08","7272517440","n/a","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/lbtya",
"LBTYB","Liberty Global, Inc.","49.62","508059180","n/a","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/lbtyb",
"LBTYK","Liberty Global, Inc.","47.89","5619795720","n/a","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/lbtyk",
"LINTA","Liberty Interactive Corporation","19.09","10421116460","n/a","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/linta",
"LINTB","Liberty Interactive Corporation","18.99","550501110","n/a","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/lintb",
"LMCA","Liberty Media Corporation","88.15","9884523950","n/a","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/lmca",
"LMCB","Liberty Media Corporation","89","883859000","n/a","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/lmcb",
"LPHI","Life Partners Holdings Inc","4.07","75893290","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/lphi",
"LIFE","Life Technologies Corporation","48.82","8702994940","n/a","1983","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/life",
"LPNT","LifePoint Hospitals, Inc.","39.44","1907200080","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/lpnt",
"LCUT","Lifetime Brands, Inc.","11.24","139252360","n/a","1991","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/lcut",
"LWAY","Lifeway Foods, Inc.","9.25","151940500","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/lway",
"LGND","Ligand Pharmaceuticals Incorporated","15.95","313943850","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/lgnd",
"LTBR","Lightbridge Corporation","3.201","39778827","n/a","n/a","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/ltbr",
"LPTH","LightPath Technologies, Inc.","1.4","13675200","n/a","1996","Technology","Semiconductors","http://www.nasdaq.com/symbol/lpth",
"LIWA","Lihua International, Inc.","5.75","172988750","n/a","2009","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/liwa",
"LIME","Lime Energy Co.","2.89","68906270","n/a","n/a","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/lime",
"LLNW","Limelight Networks, Inc.","3.29","343308210","n/a","2007","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/llnw",
"LMNR","Limoneira Co","16.89","189252450","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/lmnr",
"LNCR","Lincare Holdings Inc.","25.88","2251870560","n/a","1992","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/lncr",
"LINC","Lincoln Educational Services Corporation","7.91","178963750","n/a","2005","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/linc",
"LECO","Lincoln Electric Holdings, Inc.","45.35","3798379950","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/leco",
"LLTC","Linear Technology Corporation","33.7","7716727100","n/a","1986","Technology","Semiconductors","http://www.nasdaq.com/symbol/lltc",
"LTON","Linktone Ltd.","1.33","56051520","n/a","2004","Technology","Telecommunications Equipment","http://www.nasdaq.com/symbol/lton",
"LINE","Linn Energy, LLC","38.15","7605431400","n/a","1983","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/line",
"LIOX","Lionbridge Technologies, Inc.","2.88","178473600","n/a","1999","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/liox",
"LQDT","Liquidity Services, Inc.","44.8","1372985600","n/a","2006","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/lqdt",
"LFUS","Littelfuse, Inc.","62.7","1450564500","n/a","n/a","Consumer Durables","Electrical Products","http://www.nasdaq.com/symbol/lfus",
"LIVE","LiveDeal, Inc.","4.1501","9736134.6","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/live",
"LPSN","LivePerson, Inc.","16.77","893153430","n/a","2000","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/lpsn",
"LZEN","Lizhan Environmental Corporation","0.5","6822000","n/a","2010","Consumer Non-Durables","Textiles","http://www.nasdaq.com/symbol/lzen",
"JADE","LJ International, Inc.","2.32","70050080","n/a","1998","Consumer Non-Durables","Consumer Specialties","http://www.nasdaq.com/symbol/jade",
"LKQX","LKQ Corporation","31.17","4590281220","n/a","2003","Consumer Services","Motor Vehicles","http://www.nasdaq.com/symbol/lkqx",
"LMIA","LMI Aerospace, Inc.","18.2","216034000","n/a","1998","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/lmia",
"LMLP","LML Payment Systems, Inc.","2.03","57312990","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/lmlp",
"LNBB","LNB Bancorp, Inc.","6.94","54701080","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/lnbb",
"LOCM","Local.com Corporation","2.58","56963820","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/locm",
"LNET","LodgeNet Interactive Corporation","3.5","88452000","n/a","1993","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/lnet",
"LOGI","Logitech International S.A.","7.8","1345273800","n/a","1997","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/logi",
"LOGM","LogMein, Inc.","35.23","865495410","n/a","2009","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/logm",
"LOJN","LoJack Corporation","3.97","73155190","n/a","n/a","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/lojn",
"LOOK","LookSmart, Ltd.","1.11","19188570","n/a","1999","Technology","EDP Services","http://www.nasdaq.com/symbol/look",
"LOOP","LoopNet, Inc.","18.78","661863540","n/a","2006","Finance","Real Estate","http://www.nasdaq.com/symbol/loop",
"LORL","Loral Space and Communications, Inc.","79.6","1688077200","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/lorl",
"LABC","Louisiana Bancorp, Inc.","15.94","52012220","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/labc",
"LPLA","LPL Investment Holdings Inc.","37.94","4204283160","n/a","2010","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/lpla",
"LRAD","LRAD Corporation","1.54","49855960","n/a","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/lrad",
"LSBI","LSB Financial Corp.","17.05","26512750","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/lsbi",
"LYTS","LSI Industries Inc.","7.33","176176550","n/a","1985","Consumer Durables","Building Products","http://www.nasdaq.com/symbol/lyts",
"LTXC","LTX-Credence Corporation","7.19","351116460","n/a","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/ltxc",
"LUCA","Luca Technologies Inc.","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/luca",
"LUFK","Lufkin Industries, Inc.","80.65","2475874350","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/lufk",
"LULU","lululemon athletica inc.","74.73","8172398070","n/a","2007","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/lulu",
"LMNX","Luminex Corporation","23.35","975936600","n/a","2000","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/lmnx",
"LMOS","Lumos Networks Corp.","10.76","226810040","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/lmos",
"LUNA","Luna Innovations Incorporated","1.67","23037650","n/a","2006","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/luna",
"MBTF","M B T Financial Corp","2.32","40101200","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mbtf",
"MTSI","M/A-COM Technology Solutions Holdings, Inc.","20.74","938692400","n/a","1992","Technology","Semiconductors","http://www.nasdaq.com/symbol/mtsi",
"MCBC","Macatawa Bank Corporation","3.47","93978010","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mcbc",
"MFNC","Mackinac Financial Corporation","7","23940000","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mfnc",
"MAGS","Magal Security Systems Ltd.","4.65","53879550","n/a","1993","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/mags",
"MGLN","Magellan Health Services, Inc.","48.81","1327241520","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/mgln",
"MPET","Magellan Petroleum Corporation","1.28","68910080","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/mpet",
"MGIC","Magic Software Enterprises Ltd.","6.42","234156660","n/a","1991","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mgic",
"CALL","magicJack VocalTec Ltd","21.7","456090600","n/a","1992","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/call",
"MAG","Magnetek, Inc.","19.24","60298160","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/mag",
"MGYR","Magyar Bancorp, Inc.","5.15","29782450","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/mgyr",
"MHLD","Maiden Holdings, Ltd.","9","649854000","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/mhld",
"MSFG","MainSource Financial Group, Inc.","12.05","243373850","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/msfg",
"COOL","Majesco Entertainment Company","2.47","102141910","n/a","1998","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cool",
"MMUS","MakeMusic, Inc.","4.27","21059640","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mmus",
"MMYT","MakeMyTrip Limited","22.97","846536380","n/a","2010","Consumer Services","Transportation Services","http://www.nasdaq.com/symbol/mmyt",
"MKTAY","Makita Corp.","40.2601","5546150855.8","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/mktay",
"MAKO","MAKO Surgical Corp.","42.15","1755800400","n/a","2008","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/mako",
"MLVF","Malvern Federal Bancorp, Inc.","7.8","47603400","n/a","n/a","Finance","Banks","http://www.nasdaq.com/symbol/mlvf",
"MANH","Manhattan Associates, Inc.","47.53","977026680","n/a","1998","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/manh",
"LOAN","Manhattan Bridge Capital, Inc","1.11","4799640","n/a","1997","Finance","Finance Companies","http://www.nasdaq.com/symbol/loan",
"MNTX","Manitex International, Inc.","7.33","83635300","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/mntx",
"MTEX","Mannatech, Incorporated","3.6501","9665464.8","n/a","n/a","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/mtex",
"MNKD","MannKind Corporation","2.47","413638550","n/a","2004","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mnkd",
"MANT","ManTech International Corporation","34.46","816219560","n/a","1971","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/mant",
"MAPP","MAP Pharmaceuticals, Inc.","14.36","437936920","n/a","2007","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mapp",
"MCHX","Marchex, Inc.","4.46","123256560","n/a","2004","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/mchx",
"MARPS","Marine Petroleum Trust","24.986","49972000","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/marps",
"LEDR","Market Leader, Inc","3.66","92901780","n/a","n/a","Consumer Services","Advertising","http://www.nasdaq.com/symbol/ledr",
"MKTX","MarketAxess Holdings, Inc.","37.29","1424142390","n/a","2004","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/mktx",
"MRLN","Marlin Business Services Corp.","15.06","192948720","n/a","2003","Finance","Major Banks","http://www.nasdaq.com/symbol/mrln",
"MSHL","Marshall Edwards, Inc.","0.76","11148440","n/a","2003","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mshl",
"MRTN","Marten Transport, Ltd.","22.07","485208950","n/a","1986","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/mrtn",
"MMLP","Martin Midstream Partners L.P.","33.78","780892260","n/a","2002","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/mmlp",
"MRVL","Marvell Technology Group Ltd.","15.73","9178455000","n/a","2000","Technology","Semiconductors","http://www.nasdaq.com/symbol/mrvl",
"MASI","Masimo Corporation","23.38","1362025280","n/a","2007","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/masi",
"MASC","Material Sciences Corporation","8.25","86979750","n/a","n/a","Capital Goods","Industrial Specialties","http://www.nasdaq.com/symbol/masc",
"MTRX","Matrix Service Company","14.01","360337200","n/a","1981","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/mtrx",
"MAT","Mattel, Inc.","33.66","11410672680","n/a","n/a","Consumer Non-Durables","Recreational Products/Toys","http://www.nasdaq.com/symbol/mat",
"MATR","Mattersight Corporation","8.5","133671000","n/a","n/a","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/matr",
"MATW","Matthews International Corporation","31.64","897531880","n/a","1994","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/matw",
"MFRM","Mattress Firm Holding Corp.","37.9","1279845100","n/a","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/mfrm",
"MTSN","Mattson Technology, Inc.","2.77","161856640","n/a","1994","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/mtsn",
"MXIM","Maxim Integrated Products, Inc.","28.59","8341847250","n/a","1988","Technology","Semiconductors","http://www.nasdaq.com/symbol/mxim",
"MXWL","Maxwell Technologies, Inc.","18.33","517125960","n/a","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/mxwl",
"MAXY","Maxygen, Inc.","5.74","161311220","n/a","1999","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/maxy",
"MFLR","Mayflower Bancorp, Inc.","8","16504000","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mflr",
"MBFI","MB Financial Inc.","20.99","1147376370","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mbfi",
"MCGC","MCG Capital Corporation","4.26","328007220","n/a","2001","n/a","n/a","http://www.nasdaq.com/symbol/mcgc",
"MGRC","McGrath RentCorp","32.11","782456480","n/a","1984","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/mgrc",
"MDCA","MDC Partners Inc.","11.12","343774800","n/a","n/a","Technology","Advertising","http://www.nasdaq.com/symbol/mdca",
"MEAD","Meade Instruments Corp.","3.9","4797000","n/a","1997","Capital Goods","Electronic Components","http://www.nasdaq.com/symbol/mead",
"MEAS","Measurement Specialties, Inc.","33.7","509308100","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/meas",
"MCOX","Mecox Lane Limited","1.23","71198550","n/a","2010","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/mcox",
"TAXI","Medallion Financial Corp.","11.16","194931720","n/a","1996","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/taxi",
"MDAS","MedAssets, Inc.","13.16","760805920","n/a","2007","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mdas",
"MDTH","MedCath Corporation","7.86","159951000","n/a","2001","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/mdth",
"MDCI","Medical Action Industries Inc.","5.72","93756520","n/a","n/a","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/mdci",
"MNOV","MediciNova, Inc.","2.902","46687376","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mnov",
"MDSO","Medidata Solutions, Inc.","26.64","660139200","n/a","2009","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mdso",
"MDVN","Medivation, Inc.","74.72","2691040800","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mdvn",
"MEDW","MEDIWARE Information Systems, Inc.","14.69","120296410","n/a","1991","Technology","EDP Services","http://www.nasdaq.com/symbol/medw",
"MTOX","Medtox Scientific, Inc.","16.86","150593520","n/a","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/mtox",
"MELA","MELA Sciences, Inc","4.48","135829120","n/a","2005","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/mela",
"MPEL","Melco Crown Entertainment Limited","13.64","7262154240","n/a","2006","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/mpel",
"MLNX","Mellanox Technologies, Ltd.","41.83","1675124180","n/a","2007","Technology","Semiconductors","http://www.nasdaq.com/symbol/mlnx",
"MEMP","Memorial Production Partners LP","18.64","299377040","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/memp",
"MEMS","MEMSIC, Inc.","4.21","100972640","n/a","2007","Technology","Semiconductors","http://www.nasdaq.com/symbol/mems",
"MENT","Mentor Graphics Corporation","14.86","1626010920","n/a","1984","Technology","EDP Services","http://www.nasdaq.com/symbol/ment",
"MTSL","MER Telemanagement Solutions Ltd.","2","8918000","n/a","1997","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/mtsl",
"MELI","MercadoLibre, Inc.","97.79","4316646180","n/a","1997","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/meli",
"MBWM","Mercantile Bank Corporation","14.23","122449150","n/a","1998","Finance","Major Banks","http://www.nasdaq.com/symbol/mbwm",
"MERC","Mercer International Inc.","7.99","445674210","n/a","n/a","Basic Industries","Paper","http://www.nasdaq.com/symbol/merc",
"MBVT","Merchants Bancshares, Inc.","28.18","175476860","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mbvt",
